,fecha,nombre,provincia,altitud,tmed,prec,tmin,tmax,velmedia,racha
77620,2022-11-20,AYAMONTE,HUELVA,3,"15,6","0,0","10,0","21,3","0,6","5,3"
77629,2022-11-20,TARIFA,CADIZ,32,"14,2","0,0","11,5","16,8","4,2","10,8"
77636,2022-11-20,LA RODA DE ANDALUCÍA,SEVILLA,410,"10,8",,"5,3","16,2","0,8","7,2"
77640,2022-11-21,ANTEQUERA,MALAGA,408,"11,8","0,0","6,8","16,8","1,9","9,7"
77652,2022-11-21,ROQUETAS DE MAR,ALMERIA,3,"13,2","0,0","6,9","19,6","8,3","26,7"
77658,2022-11-21,HUÉRCAL-OVERA,ALMERIA,300,"16,2","0,2","10,3","22,0",,
77680,2022-11-21,ADRA,ALMERIA,8,"16,8","0,0","12,5","21,1","6,4","21,4"
77684,2022-11-21,SANTA ELENA,JAEN,770,,"0,2",,,,
77686,2022-11-21,ARROYO DEL OJANCO,JAEN,580,"11,8","6,6","10,2","13,4",,
77695,2022-11-21,GRANADA BASE AÉREA,GRANADA,687,"9,2","3,8","3,6","14,7","1,7","9,7"
77698,2022-11-21,"MOGUER, EL ARENOSILLO",HUELVA,41,"14,5","1,8","9,7","19,3","3,3","12,8"
77703,2022-11-21,VEJER DE LA FRONTERA,CADIZ,186,"16,2","4,4","13,1","19,2","4,7","14,2"
77707,2022-11-21,DOÑA MENCÍA,CORDOBA,650,"12,1","7,7","10,1","14,1","6,9","18,3"
77711,2022-11-21,CÓRDOBA AEROPUERTO,CORDOBA,90,"13,8","5,3","10,8","16,7","4,2","12,5"
77713,2022-11-21,ÉCIJA,SEVILLA,130,"13,4","4,5","8,2","18,5","3,9","13,1"
77716,2022-11-21,ESTEPONA,MALAGA,19,"16,7","2,4","12,4","21,0","4,2","14,2"
77722,2022-11-21,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"13,9","3,3","8,2","19,6","5,0","11,7"
77726,2022-11-21,MORÓN DE LA FRONTERA,SEVILLA,87,"14,1","3,1","9,2","19,0","4,4","11,9"
77727,2022-11-21,SAN FERNANDO,CADIZ,28,"16,4","2,5","12,9","20,0","3,9","14,7"
77742,2022-11-21,HINOJOSA DEL DUQUE,CORDOBA,551,"12,6","6,8","9,0","16,1","6,1","15,6"
77747,2022-11-21,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"10,3","7,4","7,5","13,1","3,9","18,1"
77754,2022-11-21,CAZALLA DE LA SIERRA,SEVILLA,550,"10,6","8,6","6,2","15,0","3,3","13,9"
77758,2022-11-21,JAÉN,JAEN,580,"12,9","12,6","9,2","16,6","4,7","19,7"
77770,2022-11-21,SEVILLA AEROPUERTO,SEVILLA,34,"15,0",Ip,"9,9","20,1","4,7","12,5"
77771,2022-11-21,TORROX,MALAGA,3,"16,1",,"12,2","20,0","6,7","18,6"
77774,2022-11-21,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"17,8","0,0","12,5","23,0","2,2","13,6"
77775,2022-11-21,GRANADA AEROPUERTO,GRANADA,560,"8,7","1,9","3,1","14,3","2,8","11,7"
77778,2022-11-21,FUENGIROLA,MALAGA,8,"18,0","0,2","15,0","21,1","2,5","15,0"
77802,2022-11-21,ABLA,ALMERIA,869,"13,4","0,2","7,7","19,2","2,2","12,5"
77805,2022-11-21,ALAJAR,HUELVA,572,"12,4","5,8","10,2","14,7","3,9","15,8"
77811,2022-11-21,LOJA,GRANADA,760,"11,2","2,5","6,4","15,9","1,1","16,1"
77812,2022-11-21,MÁLAGA AEROPUERTO,MALAGA,7,"18,8",Ip,"13,8","23,7","3,9","11,7"
77827,2022-11-21,GRAZALEMA,CADIZ,913,"11,0","49,0","7,9","14,2","2,2","10,8"
77829,2022-11-21,VILLARRODRIGO,JAEN,862,"9,6","0,0","8,2","11,1","3,9","14,2"
77832,2022-11-21,ANDÚJAR,JAEN,202,"14,0","6,8","11,7","16,4","3,3","11,4"
77834,2022-11-21,CÁDIZ,CADIZ,2,"17,2","4,4","13,8","20,7","4,2","11,7"
77845,2022-11-21,ALMERÍA AEROPUERTO,ALMERIA,21,"14,7","0,0","9,4","20,0","6,4","23,3"
77849,2022-11-21,"HUELVA, RONDA ESTE",HUELVA,18,"15,4","1,2","9,5","21,2","3,9","11,7"
77852,2022-11-21,"ROTA, BASE NAVAL",CADIZ,21,"15,2","4,0","10,7","19,8","6,4","15,0"
77854,2022-11-21,AYAMONTE,HUELVA,3,"16,7","0,2","10,8","22,6","1,9","8,9"
77863,2022-11-21,TARIFA,CADIZ,32,"15,5","1,5","12,2","18,8","6,7","16,4"
77870,2022-11-21,LA RODA DE ANDALUCÍA,SEVILLA,410,"11,4",,"7,0","15,9","2,8","15,0"
77874,2022-11-22,ANTEQUERA,MALAGA,408,"12,2","0,1","9,8","14,6","1,9","7,8"
77886,2022-11-22,ROQUETAS DE MAR,ALMERIA,3,"16,7","0,0","13,1","20,3","5,0","20,3"
77892,2022-11-22,HUÉRCAL-OVERA,ALMERIA,300,"15,0","0,0","11,5","18,5",,
77914,2022-11-22,ADRA,ALMERIA,8,"20,2","0,1","16,8","23,7","0,8","18,6"
77918,2022-11-22,SANTA ELENA,JAEN,770,,"0,0",,,,
77920,2022-11-22,ARROYO DEL OJANCO,JAEN,580,"10,2","3,7","8,6","11,7",,
77929,2022-11-22,GRANADA BASE AÉREA,GRANADA,687,"11,4","0,4","8,2","14,7","3,6","8,6"
77932,2022-11-22,"MOGUER, EL ARENOSILLO",HUELVA,41,"15,6","0,4","12,6","18,7","2,5","8,9"
77938,2022-11-22,VEJER DE LA FRONTERA,CADIZ,186,"15,5","2,6","12,8","18,2","3,1","10,3"
77942,2022-11-22,DOÑA MENCÍA,CORDOBA,650,"10,6","2,1","8,1","13,1","4,7","14,2"
77946,2022-11-22,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,5","0,2","9,6","15,4","2,2","8,9"
77948,2022-11-22,ÉCIJA,SEVILLA,130,"13,9","0,3","11,4","16,4","3,6","8,9"
77951,2022-11-22,ESTEPONA,MALAGA,19,"17,8","0,0","15,6","20,1","3,9","12,8"
77957,2022-11-22,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"15,6",Ip,"12,3","18,9","2,5","8,9"
77961,2022-11-22,MORÓN DE LA FRONTERA,SEVILLA,87,"14,8","1,3","12,3","17,2","2,2","6,4"
77962,2022-11-22,SAN FERNANDO,CADIZ,28,"16,9","0,1","14,6","19,2","2,2","10,0"
77977,2022-11-22,HINOJOSA DEL DUQUE,CORDOBA,551,"10,8","2,8","7,8","13,7","5,8","11,4"
77983,2022-11-22,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"8,7","1,8","5,9","11,5","4,2","13,1"
77990,2022-11-22,CAZALLA DE LA SIERRA,SEVILLA,550,"10,4","1,7","7,1","13,8","1,7","7,5"
77994,2022-11-22,JAÉN,JAEN,580,"11,2","0,2","8,6","13,8","3,1","15,8"
78006,2022-11-22,SEVILLA AEROPUERTO,SEVILLA,34,"14,8","0,0","12,0","17,6","3,9","8,9"
78007,2022-11-22,TORROX,MALAGA,3,,,,,"6,9","17,5"
78010,2022-11-22,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,8","0,0","14,3","19,4","3,3","12,8"
78011,2022-11-22,GRANADA AEROPUERTO,GRANADA,560,"10,2","2,2","6,3","14,0","0,8","9,2"
78014,2022-11-22,FUENGIROLA,MALAGA,8,"19,2","0,0","17,1","21,2","1,9","12,2"
78038,2022-11-22,ABLA,ALMERIA,869,"11,8","0,0","8,5","15,1","1,9","12,8"
78041,2022-11-22,ALAJAR,HUELVA,572,"10,8","2,6","8,1","13,6","2,2","9,7"
78048,2022-11-22,LOJA,GRANADA,760,"12,4","0,3","9,7","15,1","3,3","12,5"
78049,2022-11-22,MÁLAGA AEROPUERTO,MALAGA,7,"16,4","0,0","13,2","19,7","5,8","18,1"
78064,2022-11-22,GRAZALEMA,CADIZ,913,"11,3","13,1","9,4","13,2","2,5","11,4"
78066,2022-11-22,VILLARRODRIGO,JAEN,862,"8,0","0,0","6,1","9,9","3,1","13,9"
78069,2022-11-22,ANDÚJAR,JAEN,202,"12,5","2,0","9,7","15,3","1,9","10,0"
78071,2022-11-22,CÁDIZ,CADIZ,2,"17,6","0,0","15,8","19,5","3,1","9,2"
78082,2022-11-22,ALMERÍA AEROPUERTO,ALMERIA,21,"17,5","0,0","14,7","20,3","3,9","15,0"
78086,2022-11-22,"HUELVA, RONDA ESTE",HUELVA,18,"15,8",Ip,"12,5","19,0","3,9","11,1"
78089,2022-11-22,"ROTA, BASE NAVAL",CADIZ,21,"16,4","1,2","12,8","19,9","3,3","8,9"
78091,2022-11-22,AYAMONTE,HUELVA,3,"16,3","0,1","12,7","19,9","1,9","9,2"
78100,2022-11-22,TARIFA,CADIZ,32,"16,0","5,9","13,9","18,2","4,2","10,8"
78107,2022-11-22,LA RODA DE ANDALUCÍA,SEVILLA,410,"12,4",,"10,0","14,8","3,3","8,9"
78111,2022-11-23,ANTEQUERA,MALAGA,408,"14,2","0,7","10,9","17,4","1,1","8,6"
78123,2022-11-23,ROQUETAS DE MAR,ALMERIA,3,"16,8","0,0","11,5","22,1","6,4","17,5"
78150,2022-11-23,ADRA,ALMERIA,8,"19,5","0,0","14,9","24,1","2,2","11,4"
78154,2022-11-23,SANTA ELENA,JAEN,770,"11,8","0,0","10,8","12,7",,
78156,2022-11-23,ARROYO DEL OJANCO,JAEN,580,"13,3","0,4","11,6","15,0",,
78165,2022-11-23,GRANADA BASE AÉREA,GRANADA,687,"13,0","0,0","8,0","18,1","1,9","7,5"
78168,2022-11-23,"MOGUER, EL ARENOSILLO",HUELVA,41,"18,6","0,1","16,5","20,6","1,4","6,4"
78174,2022-11-23,VEJER DE LA FRONTERA,CADIZ,186,"17,0","0,7","15,1","18,9","2,5","13,9"
78178,2022-11-23,DOÑA MENCÍA,CORDOBA,650,"14,0","0,0","11,7","16,4","5,0","12,2"
78183,2022-11-23,CÓRDOBA AEROPUERTO,CORDOBA,90,"17,4","0,0","14,6","20,3","3,1","8,3"
78185,2022-11-23,ÉCIJA,SEVILLA,130,"18,2","0,0","15,3","21,1","3,3","10,0"
78188,2022-11-23,ESTEPONA,MALAGA,19,"19,5","0,0","14,9","24,1","4,4","13,3"
78194,2022-11-23,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"17,6",Ip,"13,5","21,6","2,8","11,7"
78198,2022-11-23,MORÓN DE LA FRONTERA,SEVILLA,87,"18,4",Ip,"15,3","21,4","2,2","9,2"
78199,2022-11-23,BAZA,GRANADA,785,"14,9","0,0","11,5","18,3","4,7","17,2"
78200,2022-11-23,SAN FERNANDO,CADIZ,28,"17,8","0,3","15,8","19,9","2,2","8,3"
78215,2022-11-23,HINOJOSA DEL DUQUE,CORDOBA,551,"15,6","0,3","13,6","17,5","5,6","11,1"
78222,2022-11-23,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"13,4","1,2","11,2","15,6","3,3","10,6"
78229,2022-11-23,CAZALLA DE LA SIERRA,SEVILLA,550,"15,8","0,0","11,9","19,7","2,2","8,3"
78233,2022-11-23,JAÉN,JAEN,580,"15,5","0,0","12,3","18,7","3,6","15,8"
78245,2022-11-23,SEVILLA AEROPUERTO,SEVILLA,34,"18,3","0,0","14,8","21,8","4,2","9,2"
78246,2022-11-23,TORROX,MALAGA,3,"18,6",,"14,3","22,9","9,2","17,2"
78249,2022-11-23,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"18,7","0,0","13,8","23,6","1,9","12,2"
78250,2022-11-23,GRANADA AEROPUERTO,GRANADA,560,"12,6","0,0","7,5","17,6","3,3","9,7"
78253,2022-11-23,FUENGIROLA,MALAGA,8,"18,7","0,0","15,5","21,9","1,7","8,6"
78278,2022-11-23,ABLA,ALMERIA,869,"16,6","0,0","11,6","21,7","2,2","8,3"
78281,2022-11-23,ALAJAR,HUELVA,572,"15,4","1,4","12,8","17,9","3,1","10,3"
78288,2022-11-23,LOJA,GRANADA,760,"14,0","0,0","10,9","17,0","2,5","12,2"
78289,2022-11-23,MÁLAGA AEROPUERTO,MALAGA,7,"18,2","0,0","12,7","23,7","3,9","13,3"
78304,2022-11-23,GRAZALEMA,CADIZ,913,"12,3","4,8","10,6","14,0","2,2","12,2"
78306,2022-11-23,VILLARRODRIGO,JAEN,862,"10,8","0,0","9,7","11,9","4,7","13,9"
78309,2022-11-23,ANDÚJAR,JAEN,202,"15,6","0,0","11,9","19,4","4,2","9,7"
78311,2022-11-23,CÁDIZ,CADIZ,2,"18,6","1,0","16,9","20,3","2,5","7,5"
78322,2022-11-23,ALMERÍA AEROPUERTO,ALMERIA,21,"17,0","0,0","12,5","21,4","2,8","7,8"
78326,2022-11-23,"HUELVA, RONDA ESTE",HUELVA,18,"18,3","0,0","14,4","22,2","3,1","8,3"
78329,2022-11-23,"ROTA, BASE NAVAL",CADIZ,21,"18,8","0,0","16,4","21,2","3,3","9,7"
78331,2022-11-23,AYAMONTE,HUELVA,3,"19,0","0,0","14,5","23,4","1,7","8,1"
78340,2022-11-23,TARIFA,CADIZ,32,"17,3","3,3","15,5","19,1","4,7","11,9"
78347,2022-11-23,LA RODA DE ANDALUCÍA,SEVILLA,410,"15,0",,"10,7","19,3","1,7","11,1"
78351,2022-11-24,ANTEQUERA,MALAGA,408,"14,3","0,0","9,7","18,9","0,6","5,6"
78363,2022-11-24,ROQUETAS DE MAR,ALMERIA,3,"14,5","0,2","8,6","20,4","2,2","6,1"
78369,2022-11-24,HUÉRCAL-OVERA,ALMERIA,300,"17,1","0,0","11,3","22,9",,
78391,2022-11-24,ADRA,ALMERIA,8,"17,2","0,2","13,4","21,0","0,6","5,3"
78395,2022-11-24,SANTA ELENA,JAEN,770,"12,4","0,0","10,5","14,2",,
78397,2022-11-24,ARROYO DEL OJANCO,JAEN,580,"15,6","0,1","12,1","19,0",,
78406,2022-11-24,GRANADA BASE AÉREA,GRANADA,687,"13,8","0,0","7,4","20,2","2,5","4,7"
78409,2022-11-24,"MOGUER, EL ARENOSILLO",HUELVA,41,"15,8","0,0","12,3","19,2","0,8","3,3"
78415,2022-11-24,VEJER DE LA FRONTERA,CADIZ,186,"17,5","0,0","14,7","20,3","1,4","8,6"
78419,2022-11-24,DOÑA MENCÍA,CORDOBA,650,"15,8","0,0","12,7","19,0","1,4","6,9"
78424,2022-11-24,CÓRDOBA AEROPUERTO,CORDOBA,90,"15,4","0,0","11,3","19,6","1,1","5,8"
78426,2022-11-24,ÉCIJA,SEVILLA,130,"17,0","0,0","14,1","19,9","1,9","6,7"
78429,2022-11-24,ESTEPONA,MALAGA,19,"18,7","0,0","12,8","24,6","2,8","9,4"
78435,2022-11-24,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"16,4",Ip,"11,2","21,6","1,1","6,7"
78439,2022-11-24,MORÓN DE LA FRONTERA,SEVILLA,87,"17,7","0,0","14,2","21,2","0,6","4,7"
78440,2022-11-24,BAZA,GRANADA,785,"14,4","0,0","7,6","21,3","1,7","9,7"
78441,2022-11-24,SAN FERNANDO,CADIZ,28,"17,7","0,0","14,5","20,9","1,1","4,7"
78456,2022-11-24,HINOJOSA DEL DUQUE,CORDOBA,551,"15,4","0,1","13,5","17,4","2,2","7,5"
78463,2022-11-24,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"13,2","0,2","11,1","15,2","1,9","7,2"
78470,2022-11-24,CAZALLA DE LA SIERRA,SEVILLA,550,"13,8","0,0","10,7","16,8","0,6","7,5"
78474,2022-11-24,JAÉN,JAEN,580,"15,3","0,0","11,9","18,7","1,7","5,8"
78486,2022-11-24,SEVILLA AEROPUERTO,SEVILLA,34,"17,0","0,0","13,6","20,4","3,1","6,1"
78487,2022-11-24,TORROX,MALAGA,3,"16,0",,"13,3","18,6","1,1","6,1"
78490,2022-11-24,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"18,9","0,0","15,1","22,7","1,9","7,2"
78491,2022-11-24,GRANADA AEROPUERTO,GRANADA,560,"13,7","0,0","7,0","20,4","1,7","6,1"
78494,2022-11-24,FUENGIROLA,MALAGA,8,"18,0","0,0","15,8","20,3","1,9","5,8"
78519,2022-11-24,ABLA,ALMERIA,869,"15,2","0,0","9,7","20,8","1,9","6,7"
78522,2022-11-24,ALAJAR,HUELVA,572,"14,8","0,4","13,4","16,2","1,4","8,1"
78529,2022-11-24,LOJA,GRANADA,760,"14,9","0,0","10,4","19,4","1,9","6,1"
78530,2022-11-24,MÁLAGA AEROPUERTO,MALAGA,7,"18,5","0,0","14,5","22,5","4,7","10,8"
78545,2022-11-24,GRAZALEMA,CADIZ,913,"12,3","0,0","8,4","16,2","1,4","3,6"
78547,2022-11-24,VILLARRODRIGO,JAEN,862,"14,0","0,0","11,4","16,5","1,4","7,5"
78550,2022-11-24,ANDÚJAR,JAEN,202,"15,0","0,0","10,5","19,4","0,8","5,3"
78552,2022-11-24,CÁDIZ,CADIZ,2,"18,1","0,0","15,4","20,8","1,1","2,8"
78563,2022-11-24,ALMERÍA AEROPUERTO,ALMERIA,21,"16,3","0,0","12,1","20,5","2,2","8,3"
78567,2022-11-24,"HUELVA, RONDA ESTE",HUELVA,18,"16,6",Ip,"12,5","20,6","1,7","6,1"
78570,2022-11-24,"ROTA, BASE NAVAL",CADIZ,21,"17,0","0,0","12,4","21,7","1,7","4,2"
78572,2022-11-24,AYAMONTE,HUELVA,3,"17,2","0,0","13,1","21,2","1,1","4,7"
78581,2022-11-24,TARIFA,CADIZ,32,"16,2","0,0","12,6","19,7","2,8","7,2"
78588,2022-11-24,LA RODA DE ANDALUCÍA,SEVILLA,410,"15,3",,"10,7","19,9","1,4","5,6"
78592,2022-11-25,ANTEQUERA,MALAGA,408,"13,4","0,0","8,2","18,6","0,8","6,1"
78604,2022-11-25,ROQUETAS DE MAR,ALMERIA,3,"14,8","0,2","10,4","19,3","1,9","5,3"
78610,2022-11-25,HUÉRCAL-OVERA,ALMERIA,300,"17,2","0,0","10,4","23,9",,
78632,2022-11-25,ADRA,ALMERIA,8,"17,8",,"14,5","21,0","0,6","5,0"
78636,2022-11-25,SANTA ELENA,JAEN,770,"10,9","0,0","6,6","15,2",,
78638,2022-11-25,ARROYO DEL OJANCO,JAEN,580,"12,4","0,2","6,5","18,4",,
78646,2022-11-25,GRANADA BASE AÉREA,GRANADA,687,"12,4","0,0","5,5","19,2","1,9","5,0"
78649,2022-11-25,"MOGUER, EL ARENOSILLO",HUELVA,41,"17,4","0,1","12,1","22,6","1,7","6,4"
78655,2022-11-25,VEJER DE LA FRONTERA,CADIZ,186,"17,6","0,0","13,4","21,8","1,9","8,6"
78659,2022-11-25,DOÑA MENCÍA,CORDOBA,650,"14,8","0,0","11,1","18,5","0,8","10,0"
78664,2022-11-25,CÓRDOBA AEROPUERTO,CORDOBA,90,"16,7","0,0","11,0","22,4","0,8","7,2"
78666,2022-11-25,ÉCIJA,SEVILLA,130,"17,0","0,0","12,5","21,5","1,1","8,1"
78669,2022-11-25,ESTEPONA,MALAGA,19,"17,1","0,0","13,0","21,2","1,7","5,6"
78675,2022-11-25,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"16,4",Ip,"10,7","22,0","3,1","9,2"
78679,2022-11-25,MORÓN DE LA FRONTERA,SEVILLA,87,"17,1","0,0","12,3","21,9","1,7","6,7"
78680,2022-11-25,BAZA,GRANADA,785,"10,6","0,0","3,7","17,5","3,1","11,1"
78681,2022-11-25,SAN FERNANDO,CADIZ,28,"17,6","0,0","13,7","21,6","0,8","6,4"
78696,2022-11-25,HINOJOSA DEL DUQUE,CORDOBA,551,"11,2","0,0","6,7","15,7","2,8","6,4"
78703,2022-11-25,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"11,0","0,0","7,2","14,8","1,7","6,7"
78710,2022-11-25,CAZALLA DE LA SIERRA,SEVILLA,550,"12,6","0,0","7,9","17,2","1,7","7,8"
78714,2022-11-25,JAÉN,JAEN,580,"14,7","0,0","11,7","17,7","1,9","5,6"
78726,2022-11-25,SEVILLA AEROPUERTO,SEVILLA,34,"16,5","0,0","12,3","20,7","2,5","8,9"
78727,2022-11-25,TORROX,MALAGA,3,"15,6",,"12,7","18,4","1,9","7,5"
78730,2022-11-25,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"19,6","0,0","14,2","24,9","4,4","10,8"
78731,2022-11-25,GRANADA AEROPUERTO,GRANADA,560,"13,2","0,0","6,1","20,2","0,8","6,7"
78734,2022-11-25,FUENGIROLA,MALAGA,8,"20,0","0,0","16,2","23,9","1,7","8,9"
78759,2022-11-25,ABLA,ALMERIA,869,"13,8","0,0","8,4","19,3","2,2","7,8"
78762,2022-11-25,ALAJAR,HUELVA,572,"12,0","0,0","7,9","16,1","2,2","10,6"
78769,2022-11-25,LOJA,GRANADA,760,"15,2","0,0","10,7","19,8","1,1","9,2"
78770,2022-11-25,MÁLAGA AEROPUERTO,MALAGA,7,"19,5","0,0","14,3","24,7","7,2","15,0"
78785,2022-11-25,GRAZALEMA,CADIZ,913,"11,6","0,0","6,2","17,1","1,4","5,8"
78787,2022-11-25,VILLARRODRIGO,JAEN,862,"10,4","0,0","5,0","15,9","2,2","8,1"
78790,2022-11-25,ANDÚJAR,JAEN,202,"15,8","0,0","10,3","21,3","0,8","5,6"
78792,2022-11-25,CÁDIZ,CADIZ,2,"17,3","0,0","14,4","20,2","2,5","8,3"
78803,2022-11-25,ALMERÍA AEROPUERTO,ALMERIA,21,"15,4","0,0","11,1","19,8","1,9","6,1"
78807,2022-11-25,"HUELVA, RONDA ESTE",HUELVA,18,"16,4","0,0","10,3","22,5","1,9","9,2"
78810,2022-11-25,"ROTA, BASE NAVAL",CADIZ,21,"16,2","0,0","11,3","21,1","2,5","9,7"
78812,2022-11-25,AYAMONTE,HUELVA,3,"15,8","0,0","10,3","21,2","1,4","7,8"
78821,2022-11-25,TARIFA,CADIZ,32,"15,8","0,0","12,3","19,2","3,1","8,1"
78828,2022-11-25,LA RODA DE ANDALUCÍA,SEVILLA,410,"12,9",,"6,8","19,0","1,4","7,2"
78832,2022-11-26,ANTEQUERA,MALAGA,408,"13,2","0,0","6,5","19,8","3,1","11,1"
78844,2022-11-26,ROQUETAS DE MAR,ALMERIA,3,"14,5","0,0","8,5","20,5","2,5","5,0"
78850,2022-11-26,HUÉRCAL-OVERA,ALMERIA,300,"12,6","0,0","5,8","19,5",,
78875,2022-11-26,SANTA ELENA,JAEN,770,"11,8","0,0","6,2","17,3",,
78877,2022-11-26,ARROYO DEL OJANCO,JAEN,580,"12,0","0,0","3,0","21,1",,
78886,2022-11-26,GRANADA BASE AÉREA,GRANADA,687,"11,8","0,0","2,7","21,0","2,2","4,2"
78889,2022-11-26,"MOGUER, EL ARENOSILLO",HUELVA,41,"16,4","0,0","9,7","23,2","2,5","7,2"
78895,2022-11-26,VEJER DE LA FRONTERA,CADIZ,186,"17,0","0,0","13,4","20,6","4,7","12,2"
78899,2022-11-26,DOÑA MENCÍA,CORDOBA,650,"15,4","0,0","10,3","20,5","1,9","7,2"
78904,2022-11-26,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,9","0,0","5,8","20,0","3,3","9,7"
78906,2022-11-26,ÉCIJA,SEVILLA,130,"15,1","0,0","7,7","22,5","1,1","5,6"
78909,2022-11-26,ESTEPONA,MALAGA,19,"16,4","0,0","12,5","20,3","3,6","9,7"
78915,2022-11-26,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"14,6","0,1","5,4","23,9","1,4","5,8"
78919,2022-11-26,MORÓN DE LA FRONTERA,SEVILLA,87,"16,2","0,0","9,1","23,3","1,4","6,1"
78920,2022-11-26,BAZA,GRANADA,785,"9,4","0,0","-1,9","20,7","1,7","5,0"
78921,2022-11-26,SAN FERNANDO,CADIZ,28,"17,0","0,0","11,7","22,4","3,1","11,4"
78936,2022-11-26,HINOJOSA DEL DUQUE,CORDOBA,551,"10,2","0,0","1,6","18,8","0,8","3,9"
78943,2022-11-26,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"12,8","0,0","5,3","20,2","1,4","6,4"
78950,2022-11-26,CAZALLA DE LA SIERRA,SEVILLA,550,"13,6","0,0","4,7","22,5","1,1","6,4"
78954,2022-11-26,JAÉN,JAEN,580,"11,1","0,0","5,1","17,1","0,6","6,4"
78966,2022-11-26,SEVILLA AEROPUERTO,SEVILLA,34,"15,4","0,0","9,2","21,7","3,1","11,7"
78967,2022-11-26,TORROX,MALAGA,3,"16,3",,"12,1","20,5","1,9","6,7"
78970,2022-11-26,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,8","0,0","11,0","20,7","1,9","6,1"
78971,2022-11-26,GRANADA AEROPUERTO,GRANADA,560,"11,5","0,0","1,3","21,7","1,7","6,1"
78974,2022-11-26,FUENGIROLA,MALAGA,8,"17,0","0,0","14,1","19,8","3,1","8,9"
78999,2022-11-26,ABLA,ALMERIA,869,"11,8","0,0","3,8","19,8","0,8","5,3"
79002,2022-11-26,ALAJAR,HUELVA,572,"15,6","0,0","9,7","21,5","1,7","9,7"
79009,2022-11-26,LOJA,GRANADA,760,"13,4","0,0","5,6","21,2","1,4","7,2"
79010,2022-11-26,MÁLAGA AEROPUERTO,MALAGA,7,"15,3","0,0","10,0","20,6","3,3","6,7"
79024,2022-11-26,GRAZALEMA,CADIZ,913,"14,0","0,0","7,3","20,6","1,9","4,7"
79026,2022-11-26,VILLARRODRIGO,JAEN,862,"12,2","0,0","5,0","19,5","1,9","5,8"
79029,2022-11-26,ANDÚJAR,JAEN,202,"11,6","0,0","3,7","19,5","0,8","6,9"
79031,2022-11-26,CÁDIZ,CADIZ,2,"17,0","0,0","12,0","22,1","3,1","11,1"
79042,2022-11-26,ALMERÍA AEROPUERTO,ALMERIA,21,"16,1","0,0","11,3","20,9","2,8","8,9"
79046,2022-11-26,"HUELVA, RONDA ESTE",HUELVA,18,"16,2","0,0","9,0","23,3","1,9","5,3"
79049,2022-11-26,"ROTA, BASE NAVAL",CADIZ,21,"14,7","0,0","7,1","22,3","1,9","8,3"
79051,2022-11-26,AYAMONTE,HUELVA,3,"15,9","0,0","9,5","22,3","1,1","5,8"
79060,2022-11-26,TARIFA,CADIZ,32,"17,4","0,0","16,0","18,9","8,3","17,8"
79067,2022-11-26,LA RODA DE ANDALUCÍA,SEVILLA,410,"14,4",,"6,6","22,1","2,2","9,4"
79071,2022-11-27,ANTEQUERA,MALAGA,408,"13,1","0,0","4,3","21,9","1,7","5,3"
79083,2022-11-27,ROQUETAS DE MAR,ALMERIA,3,"12,8","0,2","6,7","19,0","2,2","6,4"
79089,2022-11-27,HUÉRCAL-OVERA,ALMERIA,300,"11,9","0,0","4,8","19,0",,
79114,2022-11-27,SANTA ELENA,JAEN,770,"12,8","0,0","7,8","17,8",,
79116,2022-11-27,ARROYO DEL OJANCO,JAEN,580,"12,0","0,0","2,7","21,4",,
79125,2022-11-27,GRANADA BASE AÉREA,GRANADA,687,"11,8","0,0","2,5","21,2","1,7","5,0"
79128,2022-11-27,"MOGUER, EL ARENOSILLO",HUELVA,41,"14,5","0,0","9,0","20,0","2,2","7,2"
79134,2022-11-27,VEJER DE LA FRONTERA,CADIZ,186,"17,4","0,0","12,7","22,0","1,9","7,8"
79138,2022-11-27,DOÑA MENCÍA,CORDOBA,650,"16,5","0,0","12,1","20,9","1,4","6,4"
79143,2022-11-27,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,6","0,0","4,5","20,8","1,7","7,2"
79145,2022-11-27,ÉCIJA,SEVILLA,130,"13,8","0,0","5,2","22,3","0,6","3,9"
